empresa_id,region,sector,actividad_ciiu,tamano,anio_ruc,personal_ocupado,remuneraciones,produccion_total,ventas_bienes_producidos,ventas_mercaderias,ventas_servicios,materia_prima,suministros_repuestos,total_insumos,consumo_intermedio,valor_agregado,gastos_operacionales,total_gastos_operacionales,gastos_financieros,arrendamientos,depreciaciones,formacion_capital_fijo,agua_m3,factor_expansion
EMP-0001,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Mediana Empresa B,1973,50,598676,868290,0,4656959.0,0.0,0,2698.0,2698.0,200714,667576,154402,198016,0,15420.0,13471,2195.0,480.0,1.0
EMP-0002,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1995,26,399185,828534,0,9709094.0,25637.0,0,6571.0,6571.0,187266,641268,154586,180695,0,0.0,36577,-207478.0,1036.0,1.0
EMP-0003,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1995,15,177236,523750,0,6898651.0,0.0,0,9229.0,9229.0,219886,303864,114329,210657,0,3569.0,8843,92549.0,0.0,1.0
EMP-0004,Sierra,Servicios,Actividades de alojamiento y de servicio de comidas,Grande Empresa,1994,227,1886089,8100581,0,0.0,8068440.0,4972864,168088.0,5140952.0,5746149,2354432,601994,605197,0,131580.0,38238,171250.0,0.0,1.0
EMP-0005,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1993,22,528104,1457984,0,7742149.0,0.0,0,3951.0,3951.0,149792,1308192,91841,145841,0,0.0,51703,189432.0,307.0,1.0
EMP-0006,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1991,26,257114,497602,0,6211741.0,0.0,0,37863.0,37863.0,138005,359597,71786,100142,7195,0.0,10701,15008.0,946.0,1.0
EMP-0007,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,2004,1,248709,3849988,3527365,1511729.0,0.0,2749940,57941.0,2807881.0,3301810,548178,453506,493929,0,0.0,101736,0.0,2026.0,25.13636364
EMP-0008,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2005,21,205588,405735,0,10154010.0,0.0,0,6046.0,6046.0,151270,254465,144167,145224,0,0.0,12947,0.0,501.0,1.0
EMP-0009,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2017,13,73373,-82633,0,5005374.0,0.0,0,0.0,0.0,0,-82633,0,0,0,0.0,0,0.0,600.0,1.0
EMP-0010,Sierra,Servicios,"Distribución de agua; alcantarillado, gestión de desechos y actividades de saneamiento",Grande Empresa,1998,305,5986706,30489804,0,0.0,30489804.0,0,21750604.0,21750604.0,21750604,8739200,0,0,0,0.0,56548,124888.0,53729.0,1.0
EMP-0011,Sierra,Servicios,Otras actividades de servicios,Mediana Empresa A,1999,39,479113,1861262,0,0.0,1852145.0,0,1293233.0,1293233.0,1622610,238652,89885,329377,22429,0.0,0,26198.0,2113.0,5.666666667
EMP-0012,Sierra,Servicios,"Distribución de agua; alcantarillado, gestión de desechos y actividades de saneamiento",Mediana Empresa A,2010,41,682931,2822156,0,0.0,1540216.0,0,107814.0,107814.0,1746721,1075435,138511,1638907,0,0.0,95781,13188.0,0.0,2.018760196
EMP-0013,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2010,218,2762202,3545253,0,23286538.0,44945.0,0,32978.0,32978.0,905888,2639365,434731,872910,60015,298285.0,90864,6545.0,409.0,1.0
EMP-0014,Costa,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1949,1311,25116934,84237836,0,167706777.0,12961100.0,0,98352.0,98352.0,30518867,53718969,13277606,30420515,1095581,248605.0,784952,5606029.0,69257.0,1.0
EMP-0015,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1969,83,1747094,6830403,0,16661295.0,3527843.0,0,63763.0,63763.0,2135140,4695263,1126000,2071377,0,0.0,626120,724866.0,5577.0,1.0
EMP-0016,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1981,510,4909548,10646429,10868670,601833.0,211174.0,2019643,207699.0,2227342.0,5478426,5168003,2647985,3251084,201120,1017764.0,76665,49146.0,47993.0,1.0
EMP-0017,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1965,57,796279,5430948,4267786,6385776.0,0.0,2672619,176976.0,2849595.0,3823998,1606950,835707,974403,3550,29745.0,209156,15762.0,6685.0,1.0
EMP-0018,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1964,448,13467556,30110130,0,169963313.0,417819.0,0,51291.0,51291.0,10045523,20064607,7093692,9994232,0,143368.0,807715,1370153.0,13176.0,1.0
EMP-0019,Sierra,Servicios,"Suministro de electricidad, gas, vapor y aire acondicionado",Grande Empresa,1950,774,26696267,122521790,0,0.0,117417353.0,0,59877090.0,59877090.0,78673278,43848512,11455560,18796188,2251,125013.0,22406225,38510426.0,12707.0,1.0
EMP-0020,Sierra,Manufactura,Industrias manufactureras,Mediana Empresa B,1963,29,621455,1894952,1602247,237976.0,843524.0,658906,195474.0,854380.0,1341809,553143,262321,487429,1215,20169.0,239051,30945.0,0.0,1.0
EMP-0021,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1962,122,2776782,8071935,7896095,1116926.0,0.0,2286425,516460.0,2802885.0,4303046,3768889,1196178,1500161,4482,9983.0,175398,24401.0,4174.0,1.0
EMP-0022,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1981,852,29277276,127219804,122630628,7480177.0,753375.0,47577081,3063980.0,50641061.0,87968590,39251214,24769097,37327529,215343,488045.0,6620889,5223644.0,16956.0,1.0
EMP-0023,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1975,25,1818947,4766104,0,3245057.0,2879479.0,0,1056342.0,1056342.0,2556171,2209933,505847,1499829,0,0.0,427912,-37183.0,8027.0,1.0
EMP-0024,Sierra,Servicios,Actividades de atención de la salud humana y de asistencia social,Grande Empresa,1968,237,4010536,19883275,0,0.0,15749873.0,0,6154099.0,6154099.0,12866572,7016703,3118030,6712473,199101,0.0,1117818,721411.0,53723.0,1.0
EMP-0025,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1970,1116,23085661,57361706,0,150003104.0,0.0,0,212335.0,212335.0,27566916,29794790,12825638,27354581,13939,2331821.0,1276527,784312.0,20000.0,1.0
EMP-0026,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1974,70,1473614,5462162,2855358,5775663.0,0.0,1338501,14279.0,1352780.0,2420230,3041932,592541,1067450,298805,19117.0,122121,142863.0,0.0,1.0
EMP-0027,Sierra,Manufactura,Industrias manufactureras,Mediana Empresa B,1981,42,900804,3299781,3399414,0.0,1542.0,1724249,177042.0,1901291.0,2163362,1136419,243360,262071,0,53571.0,25938,9999.0,4632.0,1.0
EMP-0028,Sierra,Construcción,Construcción,Mediana Empresa A,1974,14,536852,1064048,0,0.0,1034475.0,0,151176.0,151176.0,1479640,-415592,560713,1328464,5711,0.0,96490,-11031975.0,3961.0,1.0
EMP-0029,Sierra,Servicios,Transporte y almacenamiento,Mediana Empresa B,1962,28,272450,4115059,0,0.0,4112827.0,0,8193.0,8193.0,3831472,283587,135149,3823279,0,0.0,8145,9863.0,1136.0,26.1733312
EMP-0030,Sierra,Servicios,Enseñanza,Grande Empresa,1970,2016,43319202,77069284,0,0.0,72073069.0,0,5221219.0,5221219.0,26798479,50270805,10472952,21577260,588306,805805.0,3632828,793387.0,64686.0,1.0
EMP-0031,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Mediana Empresa B,1981,43,623409,1112316,0,3326997.0,110144.0,0,71416.0,71416.0,769856,342460,438582,698440,179035,135676.0,47990,145538.0,8440.0,1.0
EMP-0032,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1976,680,13255376,80709360,81801960,0.0,11300.0,33009177,4103731.0,37112908.0,49148069,31561291,8004952,12035161,192801,1993.0,3479606,7498708.0,11520.0,1.0
EMP-0033,Sierra,Manufactura,Industrias manufactureras,Mediana Empresa B,1977,41,834932,4698757,4716457,39697.0,66607.0,2689691,103679.0,2793370.0,3498709,1200048,404361,705339,5299,4050.0,139915,140111.0,9068.0,1.0
EMP-0034,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1977,46,1450355,2288045,0,12849516.0,24139.0,0,41962.0,41962.0,829861,1458184,743642,787899,11991,240372.0,35655,39641.0,4142.0,1.0
EMP-0035,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1978,330,4832917,23791038,22971537,5373440.0,190094.0,14704268,413700.0,15117968.0,18540845,5250193,2001944,3422877,72987,0.0,349874,1057229.0,22096.0,1.0
EMP-0036,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1972,1619,28763883,186953519,145066030,106133277.0,2155447.0,102004172,980743.0,102984915.0,140016668,46936851,20403493,37031753,4203672,418522.0,3158800,4474167.0,10500.0,1.0
EMP-0037,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1978,238,4471088,9367428,0,27990407.0,3261677.0,0,56208.0,56208.0,3063207,6304221,1635669,3006999,342561,533116.0,455375,579563.0,12082.0,1.0
EMP-0038,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1979,328,4944175,28436196,30616424,0.0,84925.0,5332101,2214949.0,7547050.0,19913863,8522333,7651829,12366813,81680,4650.0,1544774,1427220.0,6582.0,1.0
EMP-0039,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1979,80,1541078,4159089,0,9507447.0,12684.0,0,32873.0,32873.0,1971484,2187605,1406524,1938611,70895,591551.0,149917,-38743.0,2194.0,1.0
EMP-0040,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1981,251,4085198,12098004,12433336,488790.0,0.0,2063327,1218893.0,3282220.0,8692230,3405774,4162757,5410010,0,27750.0,568393,540216.0,59083.0,1.0
EMP-0041,Sierra,Servicios,Transporte y almacenamiento,Grande Empresa,1981,99,1912501,10047009,0,10505549.0,9722772.0,0,78702.0,78702.0,5001721,5045288,4456466,4923019,4973,59742.0,931073,877131.0,2026.0,1.0
EMP-0042,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1980,3697,56342606,160051076,0,518073024.0,474969.0,0,92599.0,92599.0,48688797,111362279,29953108,48596198,5320132,9590989.0,6651767,14771663.0,5596.0,1.0
EMP-0043,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1980,499,8113453,48213695,47562734,236542.0,0.0,31894107,1403052.0,33297159.0,39455473,8758222,5681402,6158314,13764,116740.0,976663,1268984.0,92853.0,1.0
EMP-0044,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1980,62,1018174,4339365,0,8264532.0,1856921.0,0,50164.0,50164.0,612336,3727029,371241,562172,3689,0.0,716907,27156.0,2200.0,1.0
EMP-0045,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1981,87,1830747,5099464,0,10650153.0,150204.0,0,19288.0,19288.0,1860022,3239442,1062342,1840734,0,87469.0,859026,15212.0,772.0,1.0
EMP-0046,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1982,45,965725,3757991,0,13650856.0,328826.0,0,29420.0,29420.0,1371358,2386633,935986,1341938,54646,261460.0,66534,20616.0,0.0,1.0
EMP-0047,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1983,138,4500295,28519136,28756958,0.0,85038.0,11476186,1196626.0,12672812.0,20864124,7655012,3309693,8191312,23269,7699.0,1569521,655633.0,449.0,1.0
EMP-0048,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1983,169,1916055,3092620,0,27407474.0,0.0,0,29225.0,29225.0,1129599,1963021,756252,1100374,122332,4662.0,471015,275759.0,17459.0,1.0
EMP-0049,Sierra,Servicios,Actividades de atención de la salud humana y de asistencia social,Grande Empresa,1984,96,1354206,5823945,0,0.0,5823945.0,0,1475966.0,1475966.0,4399842,1424103,2709974,2923876,76020,70812.0,180035,55970.0,6336.0,1.0
EMP-0050,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1976,0,155374,383171,0,5335524.0,4387.0,0,2156.0,2156.0,77682,305489,57873,75526,11101,0.0,58699,75105.0,818.0,115.3913043
EMP-0051,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1985,98,1694380,10116744,9837739,0.0,0.0,5197760,477824.0,5675584.0,6882401,3234343,973471,1206817,4380,27945.0,361031,195386.0,690.0,1.0
EMP-0052,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1985,261,2813338,3207633,0,42474223.0,0.0,0,35025.0,35025.0,1776316,1431317,939321,1741291,3819,0.0,78034,141296.0,607.0,1.0
EMP-0053,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1985,40,411505,877723,0,10676116.0,38402.0,0,5677.0,5677.0,306921,570802,285709,301244,2889,0.0,44089,16873.0,4626.0,1.0
EMP-0054,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1985,203,4366520,38408017,38924488,0.0,0.0,21989905,1160584.0,23150489.0,29747480,8660537,5352441,6596991,19389,13180.0,194189,821180.0,1323.0,1.0
EMP-0055,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1987,193,3859400,20711476,19462291,38410.0,0.0,7658379,730440.0,8388819.0,13784131,6927345,2797400,5395312,3133,126106.0,885135,663916.0,20256.0,1.0
EMP-0056,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1987,305,5604303,41370817,40393748,0.0,0.0,17537980,53588.0,17591568.0,26101653,15269164,5553828,8510085,9393,0.0,786153,2396965.0,1351.0,1.0
EMP-0057,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1988,271,4880036,20214986,0,39413694.0,0.0,0,130114.0,130114.0,11323689,8891297,5509910,11193575,4224565,582560.0,2523309,-76598.0,14353.0,1.0
EMP-0058,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1988,458,9287927,17254936,0,33148542.0,0.0,0,274254.0,274254.0,6244535,11010401,5035826,5970281,642928,2295064.0,363850,263883.0,21724.0,1.0
EMP-0059,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1988,278,3856091,14152400,14528445,0.0,5640.0,4760199,1130348.0,5890547.0,8942277,5210123,2469921,3051730,6247,5543.0,427881,367288.0,43434.0,1.0
EMP-0060,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1989,1054,20789818,200191156,200285518,0.0,84042.0,109612542,10716411.0,120328953.0,159623026,40568130,32452457,39294073,389220,264346.0,6250654,7923489.0,9616.0,1.0
EMP-0061,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1989,134,1961990,4374131,0,11700082.0,478814.0,0,15143.0,15143.0,1222407,3151724,721190,1207264,112611,13797.0,110586,3513.0,4948.0,1.0
EMP-0062,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1989,634,14155946,58617601,58336243,10061116.0,380207.0,7934597,4605823.0,12540420.0,39086601,19531000,19543724,26546181,153979,119412.0,4309601,1437681.0,13342.0,1.0
EMP-0063,Costa,Servicios,Actividades inmobiliarias,Grande Empresa,1989,168,3256804,27488519,0,0.0,27488519.0,0,7215.0,7215.0,14389276,13099243,13729014,14382061,175091,4800.0,2255067,10072857.0,0.0,1.0
EMP-0064,Sierra,Servicios,Actividades financieras y de seguros,Grande Empresa,1990,333,8778659,149518799,0,0.0,146019981.0,0,47661.0,47661.0,132477893,17040906,55074884,132430232,0,358013.0,812830,1134897.0,3916.0,1.0
EMP-0065,Sierra,Servicios,Enseñanza,Grande Empresa,1990,963,26013292,28538029,0,0.0,28538029.0,0,670319.0,670319.0,21345725,7192304,3817709,20675406,0,0.0,1466499,-12410035.0,16434.0,1.0
EMP-0066,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1990,82,1370440,8117142,7996304,0.0,0.0,4965545,51661.0,5017206.0,6314118,1803024,1015952,1296912,4036,0.0,65862,0.0,0.0,1.0
EMP-0067,Sierra,Servicios,Actividades de atención de la salud humana y de asistencia social,Grande Empresa,1998,147,2505221,5768961,0,0.0,5726980.0,0,1831600.0,1831600.0,3300861,2468100,1334178,1469261,30245,50210.0,259455,200058.0,7288.0,1.0
EMP-0068,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1992,94,2167523,5186812,0,47371376.0,0.0,0,291742.0,291742.0,1398780,3788032,393164,1107038,0,16740.0,74438,46358.0,1725.0,1.0
EMP-0069,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1992,139,4088864,15352285,0,30265177.0,857537.0,0,620031.0,620031.0,6512096,8840189,3814108,5892065,20527,494707.0,1062686,5541960.0,1162.0,1.0
EMP-0070,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1992,32,640097,2456266,0,5653240.0,0.0,0,21138.0,21138.0,1525552,930714,1061374,1504414,40440,236307.0,49087,95749.0,1080.0,1.0
EMP-0071,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1993,13,151427,407931,0,5770462.0,0.0,0,5568.0,5568.0,112113,295818,95202,106545,9874,0.0,5092,1280.0,773.0,1.0
EMP-0072,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1994,584,9937524,60538248,58816312,594104.0,47652.0,28559269,3134508.0,31693777.0,38889158,21649090,4025917,7195381,49460,4686.0,2409786,3100110.0,11998.0,1.0
EMP-0073,Sierra,Servicios,"Artes, entretenimiento y recreación",Mediana Empresa B,1994,47,2062153,4120352,0,2766.0,4122463.0,0,25442.0,25442.0,1937061,2183291,1099378,1911619,7210,18540.0,7094,4052.0,2252.0,1.522359041
EMP-0074,Sierra,Servicios,Enseñanza,Grande Empresa,1994,1963,51056016,86289961,0,0.0,82344636.0,0,0.0,0.0,34986655,51303306,6065191,34986655,1327794,0.0,9762731,13552663.0,109348.0,1.0
EMP-0075,Amazonía,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1994,62,791939,1580034,0,10723417.0,0.0,0,47580.0,47580.0,280203,1299831,200967,232623,24547,34626.0,29425,15015.0,1490.0,1.0
EMP-0076,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1994,21,281659,635220,0,7716500.0,17442.0,0,0.0,0.0,176802,458418,64656,176802,7692,0.0,12324,840.0,659.0,1.0
EMP-0077,Sierra,Servicios,Actividades de atención de la salud humana y de asistencia social,Grande Empresa,1995,157,2383394,15163549,0,0.0,15118810.0,0,2605439.0,2605439.0,11716713,3446836,5272172,9111274,213624,0.0,338361,632388.0,0.0,1.0
EMP-0078,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1995,38,545470,1331542,0,6167916.0,0.0,0,47295.0,47295.0,481628,849914,296884,434333,6019,43741.0,34973,6836.0,449.0,1.0
EMP-0079,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1995,132,1591039,3101580,0,12286295.0,34905.0,0,133869.0,133869.0,905474,2196106,601741,771605,26034,46537.0,256621,-47707.0,2105.0,1.0
EMP-0080,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1977,135,2324842,6422001,0,15928837.0,0.0,0,181529.0,181529.0,3010985,3411016,2486824,2829456,25409,1453234.0,122052,467529.0,4622.0,1.0
EMP-0081,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1997,39,1068718,3604885,0,9110066.0,6811.0,0,112077.0,112077.0,894231,2710654,543342,782154,25067,6000.0,156689,-8361.0,3612.0,1.0
EMP-0082,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1998,12,920355,7794993,0,13461375.0,3156995.0,0,91942.0,91942.0,2364064,5430929,1330188,2272122,0,0.0,100178,224374.0,1488.0,1.0
EMP-0083,Sierra,Servicios,Otras actividades de servicios,Mediana Empresa B,1997,48,1379871,3344860,0,0.0,2943859.0,0,222909.0,222909.0,925271,2419589,287896,702362,20596,0.0,53425,296658.0,2580.0,2.602921647
EMP-0084,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1998,46,1439630,5989610,0,12524117.0,106668.0,0,328966.0,328966.0,1558057,4431553,770718,1229091,7112,10239.0,20665,925.0,4375.0,1.0
EMP-0085,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1998,13,220240,676584,0,8743574.0,16039.0,0,17013.0,17013.0,280381,396203,228685,263368,823,660.0,4704,-38868.0,1283.0,1.0
EMP-0086,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1998,97,2619069,11913684,0,62690889.0,0.0,0,15097.0,15097.0,6776583,5137101,4508686,6761486,138471,556605.0,153621,-74774.0,7682.0,1.0
EMP-0087,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1998,52,833561,2282938,0,9014891.0,42475.0,0,12633.0,12633.0,617962,1664976,289064,605329,94908,12635.0,38311,171002.0,0.0,1.0
EMP-0088,Sierra,Servicios,Transporte y almacenamiento,Mediana Empresa A,1999,45,525324,1637478,0,0.0,1637478.0,0,166337.0,166337.0,718537,918941,440580,552200,2354,19364.0,156373,-98574.0,0.0,57.29132332
EMP-0089,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1999,168,3145838,28047781,27913953,0.0,0.0,13036390,363826.0,13400216.0,18179840,9867941,3701486,4779624,48262,8745.0,803943,375303.0,15180.0,1.0
EMP-0090,Sierra,Servicios,"Suministro de electricidad, gas, vapor y aire acondicionado",Grande Empresa,1999,190,8789572,44045701,0,0.0,39433611.0,0,722923.0,722923.0,11078805,32966896,6189756,10355882,0,182715.0,9997442,5858056.0,2198.0,1.0
EMP-0091,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1999,90,1628017,3330316,0,11118476.0,20060.0,0,44306.0,44306.0,915216,2415100,699183,870910,74750,96816.0,96015,-53169.0,13464.0,1.0
EMP-0092,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1999,406,6868711,58891452,53565847,0.0,0.0,30397542,1450141.0,31847683.0,37385340,21506112,4288295,5537657,26662,178051.0,616992,6308008.0,42186.0,1.0
EMP-0093,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2000,22,333427,618101,0,8820547.0,14093.0,0,7060.0,7060.0,165260,452841,136243,158200,7608,0.0,17911,1510.0,4363.0,1.0
EMP-0094,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2000,720,12384050,37548567,0,58506825.0,0.0,0,214177.0,214177.0,8709316,28839251,5939878,8495139,149699,2418991.0,696688,-1413575.0,5789.0,1.0
EMP-0095,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2000,42,521620,1242430,0,5100639.0,0.0,0,14571.0,14571.0,449321,793109,311967,434750,29972,112926.0,33609,51720.0,1241.0,1.0
EMP-0096,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,2000,382,3790550,11107483,9938732,1753894.0,286880.0,3832154,205538.0,4037692.0,6686142,4421341,1777239,2648450,75138,664997.0,321778,356061.0,35274.0,1.0
EMP-0097,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2001,100,2519849,5786237,0,12877967.0,68744.0,0,49906.0,49906.0,1806083,3980154,1021881,1756177,152614,28277.0,104378,185680.0,474.0,1.0
EMP-0098,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2001,62,1941170,32601151,0,61258401.0,4083801.0,0,776.0,776.0,11911877,20689274,4748981,11911101,2766599,176971.0,1059523,204935.0,2088.0,1.0
EMP-0099,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2001,93,1663444,3276633,0,8876791.0,0.0,0,8267.0,8267.0,1444611,1832022,1134768,1436344,71685,129090.0,200371,187502.0,3347.0,1.0
EMP-0100,Sierra,Servicios,Actividades de atención de la salud humana y de asistencia social,Grande Empresa,2002,362,10481053,25347898,0,0.0,15666213.0,0,8383031.0,8383031.0,14243789,11104109,2380779,5860758,93562,0.0,2021976,11049819.0,114564.0,1.0
EMP-0101,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2002,79,3246690,23833715,0,77118135.0,4298146.0,0,929517.0,929517.0,13148874,10684841,8512783,12219357,98567,1458386.0,493254,1902506.0,51314.0,1.0
EMP-0102,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2002,83,1234631,1953446,0,13099817.0,0.0,0,13773.0,13773.0,411767,1541679,293841,397994,6258,4969.0,29234,0.0,2304.0,1.0
EMP-0103,Sierra,Servicios,Actividades de atención de la salud humana y de asistencia social,Grande Empresa,2002,247,3812345,16985367,0,5988741.0,15838616.0,0,755480.0,755480.0,9224590,7760777,8208040,8469110,13055,30043.0,310184,206259.0,18250.0,1.0
EMP-0104,Sierra,Servicios,Actividades financieras y de seguros,Grande Empresa,2003,66,2100365,27631738,0,0.0,22151323.0,0,1939.0,1939.0,5211051,22420687,3819798,5209112,349384,107538.0,153087,13375.0,1115.0,1.0
EMP-0105,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2003,24,298711,681015,0,5395030.0,0.0,0,1396.0,1396.0,187846,493169,110804,186450,11376,23962.0,42181,78880.0,0.0,1.0
EMP-0106,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2003,40,882768,2802134,0,12744802.0,0.0,0,31582.0,31582.0,1298976,1503158,943860,1267394,45,148633.0,34236,52299.0,3213.0,1.0
EMP-0107,Sierra,Minería,Explotación de minas y canteras,Mediana Empresa A,2003,14,359859,1142566,910823,251514.0,14752.0,0,5158.0,5158.0,728323,414243,457178,723165,4118,53464.0,10067,-126997.0,0.0,3.230148048
EMP-0108,Sierra,Construcción,Construcción,Grande Empresa,2003,41,658011,6157539,0,0.0,6010539.0,0,2835621.0,2835621.0,5021611,1135928,370900,2185990,0,32905.0,0,138538.0,2667.0,1.0
EMP-0109,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2004,17,747357,2231049,0,4734683.0,1074821.0,0,1903.0,1903.0,399091,1831958,234136,397188,1839,108441.0,282814,-58879.0,100.0,1.0
