empresa_id,region,sector,actividad_ciiu,tamano,anio_ruc,personal_ocupado,remuneraciones,produccion_total,ventas_bienes_producidos,ventas_mercaderias,ventas_servicios,materia_prima,suministros_repuestos,total_insumos,consumo_intermedio,valor_agregado,gastos_operacionales,total_gastos_operacionales,gastos_financieros,arrendamientos,depreciaciones,formacion_capital_fijo,agua_m3,factor_expansion
EMP-0916,Costa,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2007,4,50517,303024,0,6290504.0,0.0,0,720.0,720.0,155620,147404,154900,154900,0,0.0,0,200720.0,0.0,1.0
EMP-0917,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1943,839,14946493,113952197,95862826,46696469.0,11543825.0,68403912,418192.0,68822104.0,94354973,19597224,14719607,25532869,215721,896209.0,1320441,959581.0,157439.0,1.0
EMP-0918,Costa,Manufactura,Industrias manufactureras,Grande Empresa,1935,2979,72514725,609921371,602417543,7255919.0,1994406.0,406201116,778997.0,406980113.0,498289745,111631626,64872168,91309632,461093,715516.0,12030230,-31665959.0,1790111.0,1.0
EMP-0919,Costa,Servicios,Transporte y almacenamiento,Grande Empresa,1969,25,274554,2277437,0,4623200.0,1774880.0,0,20355.0,20355.0,1873519,403918,1802373,1853164,4046,35267.0,48785,21039.0,4482.0,1.0
EMP-0920,Costa,Servicios,Transporte y almacenamiento,Grande Empresa,1969,82,875091,9332454,0,0.0,9324054.0,0,21880.0,21880.0,9678947,-346493,291987,9657067,3591,119493.0,56685,-11817.0,5028.0,1.0
EMP-0921,Costa,Manufactura,Industrias manufactureras,Mediana Empresa B,1977,101,1295678,3551165,1864389,0.0,1685453.0,567889,58560.0,626449.0,2414141,1137024,579516,1787692,16830,10135.0,36067,0.0,7838.0,1.0
EMP-0922,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1978,469,9330117,27092879,0,86406259.0,0.0,0,675916.0,675916.0,6377836,20715043,4158072,5701920,348861,0.0,1380802,430494.0,33352.0,1.0
EMP-0923,Costa,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1962,13,130736,2770067,0,3400068.0,2314936.0,0,5611.0,5611.0,2525618,244449,104317,2520007,2131,12463.0,21053,0.0,2860.0,1.0
EMP-0924,Costa,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1990,103,1616188,2602784,0,11392450.0,759635.0,0,46471.0,46471.0,1295499,1307285,607266,1249028,109088,79770.0,144322,58514.0,7832.0,1.0
EMP-0925,Costa,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1992,129,5208190,34445391,0,116520707.0,13416209.0,0,793760.0,793760.0,15650557,18794834,4145904,14856797,868883,97522.0,3196505,537256.0,3990.0,1.0
EMP-0926,Costa,Manufactura,Industrias manufactureras,Grande Empresa,1994,332,3747839,47330204,43837228,0.0,4117894.0,33417387,1207048.0,34624435.0,40737341,6592863,2785188,6112906,323873,0.0,536530,734168.0,107475.0,1.0
EMP-0927,Costa,Servicios,Actividades de alojamiento y de servicio de comidas,Grande Empresa,1994,90,1222640,6380044,0,0.0,6377631.0,0,1040470.0,1040470.0,3038620,3341424,1157909,1998150,133660,28681.0,606353,25815.0,60996.0,1.0
EMP-0928,Costa,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Mediana Empresa A,1995,15,152770,1296562,1337073,0.0,0.0,859315,47151.0,906466.0,1106600,189962,172518,200134,3965,0.0,32652,0.0,1384.0,1.0
EMP-0929,Costa,Servicios,Actividades de atención de la salud humana y de asistencia social,Grande Empresa,1999,351,8687574,27144638,0,0.0,27144626.0,0,7983281.0,7983281.0,12680533,14464105,1449871,4697252,6062,32181.0,998461,4875219.0,92313.0,1.0
EMP-0930,Costa,Manufactura,Industrias manufactureras,Grande Empresa,1998,2753,31090864,221961620,218485027,0.0,0.0,117962503,46450528.0,164413031.0,200395652,21565968,10956267,35982621,344270,0.0,2175759,-17282.0,120437.0,1.0
EMP-0931,Costa,Servicios,Actividades de servicios administrativos y de apoyo,Mediana Empresa B,1998,548,4138145,4835463,0,0.0,4835463.0,0,59790.0,59790.0,586007,4249456,228274,526217,8619,480.0,0,52409.0,1077.0,10.60309278
EMP-0932,Costa,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1999,245,2760231,6328666,0,29559638.0,0.0,0,72789.0,72789.0,2556751,3771915,1193614,2483962,354957,54227.0,182084,214838.0,16522.0,1.0
EMP-0933,Costa,Servicios,Enseñanza,Grande Empresa,2000,184,3687232,11942521,0,0.0,11690313.0,0,144191.0,144191.0,3216713,8725808,2294454,3072522,15690,43365.0,822809,11120572.0,11200.0,1.0
EMP-0934,Costa,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2001,9,375471,1319058,0,26188524.0,0.0,0,18370.0,18370.0,532883,786175,165374,514513,65811,0.0,29543,0.0,204.0,1.0
EMP-0935,Costa,Servicios,"Artes, entretenimiento y recreación",Mediana Empresa B,1971,121,1527075,0,0,0.0,0.0,0,905702.0,905702.0,2511858,-2511858,250463,1606156,0,0.0,0,0.0,0.0,1.522359041
EMP-0936,Costa,Manufactura,Industrias manufactureras,Grande Empresa,2003,40,576855,19480932,19783909,0.0,847613.0,16273102,52062.0,16325164.0,19311752,169180,1546955,2986588,7028,0.0,476531,-89413.0,14737.0,1.0
EMP-0937,Costa,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2003,44,603896,1337223,0,8074294.0,587207.0,0,23064.0,23064.0,529423,807800,207346,506359,50538,0.0,90271,206715.0,497.0,1.0
EMP-0938,Costa,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2004,51,802366,1692826,0,7108429.0,52337.0,0,68730.0,68730.0,594642,1098184,389317,525912,45983,91264.0,49823,114224.0,1161.0,1.0
EMP-0939,Costa,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2005,926,12968983,28149537,0,83731946.0,316189.0,0,273091.0,273091.0,7640273,20509264,6417967,7367182,341917,2942754.0,238511,298148.0,10985.0,1.0
EMP-0940,Costa,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2005,47,576231,1703432,0,6552789.0,0.0,0,144026.0,144026.0,930853,772579,456546,786827,88643,232143.0,20397,23687.0,463.0,1.0
EMP-0941,Costa,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2005,37,290802,1023102,0,11262869.0,21234.0,0,272532.0,272532.0,631947,391155,334266,359415,15416,0.0,75215,2401.0,1547.0,1.0
EMP-0942,Costa,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2006,68,883011,1714344,0,9777467.0,0.0,0,553771.0,553771.0,1224333,490011,416414,670562,12559,0.0,52234,303689.0,2722.0,1.0
EMP-0943,Costa,Manufactura,Industrias manufactureras,Grande Empresa,2006,1246,13961402,48248458,48057719,0.0,0.0,15398680,3729652.0,19128332.0,25284434,22964024,2499664,6156102,23911,0.0,3455018,4795985.0,0.0,1.0
EMP-0944,Costa,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2006,22,256405,301337,0,5607865.0,2400.0,0,3260.0,3260.0,129133,172204,104488,125873,78,0.0,11513,-380000.0,1280.0,1.0
EMP-0945,Costa,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2008,56,669237,1370131,0,5730658.0,0.0,0,47008.0,47008.0,452304,917827,365997,405296,39299,239107.0,49091,0.0,0.0,1.0
EMP-0946,Costa,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2008,12,1167071,1730746,0,10398924.0,3200.0,0,20304.0,20304.0,569141,1161605,409116,548837,49661,228193.0,52073,-120875.0,5908.0,1.0
EMP-0947,Costa,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Mediana Empresa B,2008,5,40628,306121,0,4550875.0,0.0,0,12883.0,12883.0,170989,135132,104389,158106,0,0.0,11307,0.0,117.0,1.0
EMP-0948,Costa,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2008,1564,14254907,31683265,0,131151944.0,0.0,0,0.0,0.0,12759106,18924159,8619557,12759106,451988,3441100.0,362639,66830.0,11517.0,1.0
EMP-0949,Costa,Servicios,Actividades de atención de la salud humana y de asistencia social,Grande Empresa,2008,36,636471,7219964,0,0.0,7219900.0,0,9833.0,9833.0,5512593,1707371,2838109,5502760,53333,0.0,246040,13205.0,552.0,1.0
EMP-0950,Costa,Servicios,Actividades de atención de la salud humana y de asistencia social,Grande Empresa,2008,16,349276,10933709,0,0.0,7633151.0,0,5898693.0,5898693.0,10381993,551716,1385336,4483300,3402,4956.0,9133,5794.0,12141.0,1.0
EMP-0951,Costa,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2009,74,942454,1852258,0,14825694.0,0.0,0,15813.0,15813.0,667341,1184917,527438,651528,6980,120092.0,2428,0.0,2105.0,1.0
EMP-0952,Costa,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2009,14,215423,930372,0,6672408.0,0.0,0,9437.0,9437.0,669891,260481,402853,660454,233294,84000.0,4455,36735.0,1329.0,1.0
EMP-0953,Costa,Servicios,Actividades de atención de la salud humana y de asistencia social,Mediana Empresa B,2009,33,516395,3009015,0,0.0,3009015.0,0,1065637.0,1065637.0,1777020,1231995,426027,711383,2660,21270.0,215371,1063273.0,32000.0,6.413510176
EMP-0954,Costa,Servicios,Actividades de atención de la salud humana y de asistencia social,Grande Empresa,2009,116,1191267,13503385,0,0.0,12654630.0,0,3852018.0,3852018.0,10750004,2753381,5320956,6897986,19640,120000.0,832832,475593.0,7337.0,1.0
EMP-0955,Costa,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2010,25,632233,2325046,0,6182322.0,0.0,0,72267.0,72267.0,652752,1672294,357699,580485,11493,27136.0,94881,75939.0,0.0,1.0
EMP-0956,Amazonía,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2014,58,869781,1652728,0,10972378.0,77529.0,0,46620.0,46620.0,443728,1209000,311327,397108,43056,66000.0,13336,3554.0,1949.0,1.0
EMP-0957,Sierra,Minería,Explotación de minas y canteras,Mediana Empresa A,1977,64,996215,1997616,0,0.0,1997616.0,0,437159.0,437159.0,915113,1082503,176427,477954,14963,0.0,126848,9458.0,0.0,3.230148048
EMP-0958,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Mediana Empresa A,1969,14,16200,61141,0,1026010.0,10870.0,0,450.0,450.0,37637,23504,23513,37187,0,0.0,0,0.0,133.0,1.0
EMP-0959,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2015,135,2634383,6236293,0,15068846.0,43618.0,0,75904.0,75904.0,1463818,4772475,599096,1387914,78896,20685.0,105802,85646.0,6000.0,1.0
EMP-0960,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1996,14,172588,557143,0,7053471.0,18142.0,0,21781.0,21781.0,186849,370294,113052,165068,0,22820.0,55055,0.0,1440.0,1.0
EMP-0961,Costa,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1999,8,75487,703497,0,8663688.0,0.0,0,14531.0,14531.0,568335,135162,315293,553804,0,0.0,28865,0.0,0.0,1.0
EMP-0962,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Mediana Empresa B,1999,7,105857,158714,0,3701970.0,0.0,0,3496.0,3496.0,72764,85950,41492,69268,0,0.0,20182,0.0,178.0,1.0
EMP-0963,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Mediana Empresa B,2000,18,161063,357916,0,2724843.0,0.0,0,4999.0,4999.0,137454,220462,70258,132455,0,0.0,22778,0.0,7063.0,138.1267392
EMP-0964,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2016,16,245423,555381,0,7517382.0,12500.0,0,3225.0,3225.0,216941,338440,181154,213716,2197,18000.0,1200,0.0,960.0,1.0
EMP-0965,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1996,7,93166,381633,0,5933472.0,0.0,0,1568.0,1568.0,60143,321490,24921,58575,0,0.0,7765,0.0,195.0,115.3913043
EMP-0966,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1998,1,701854,2209568,0,5735652.0,0.0,0,45604.0,45604.0,1481171,728397,879947,1435567,222597,501478.0,6326,14379.0,211.0,1.0
EMP-0967,Sierra,Servicios,Actividades de atención de la salud humana y de asistencia social,Grande Empresa,1999,48,674737,5541250,0,0.0,5541250.0,0,3833826.0,3833826.0,5369665,171585,1481476,1535839,0,223953.0,178525,883.0,7338.0,1.0
EMP-0968,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1989,18,320019,1497815,0,4883807.0,224664.0,0,839121.0,839121.0,1059096,438719,171799,219975,0,0.0,16462,86792.0,790.0,1.0
EMP-0969,Costa,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2016,42,587568,1135288,0,10998408.0,0.0,0,4724.0,4724.0,472281,663007,373392,467557,3043,67441.0,22483,12429.0,240.0,1.0
EMP-0970,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Mediana Empresa B,2001,8,93076,210983,0,2535339.0,0.0,0,1158.0,1158.0,62407,148576,60631,61249,0,48038.0,4909,0.0,256.0,138.1267392
EMP-0971,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Mediana Empresa B,2002,20,280810,863782,0,4550964.0,0.0,0,289777.0,289777.0,483601,380181,189950,193824,0,21470.0,8250,0.0,355.0,1.0
EMP-0972,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1996,142,703818,2584285,0,10069026.0,0.0,0,380467.0,380467.0,1354747,1229538,493832,974280,0,0.0,94464,0.0,2465.0,1.0
EMP-0973,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1998,28,1177675,3101959,0,7316014.0,0.0,0,57681.0,57681.0,1261112,1840847,1023434,1203431,0,0.0,128522,0.0,1477.0,1.0
EMP-0974,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2017,11,425620,1469376,0,11574757.0,0.0,0,0.0,0.0,747829,721547,248468,747829,32367,0.0,12816,0.0,0.0,1.0
EMP-0975,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2020,26,372630,702103,0,5529559.0,37775.0,0,25336.0,25336.0,217794,484309,151663,192458,8538,12000.0,39881,97175.0,913.0,1.0
EMP-0976,Costa,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2002,5,242493,2085976,0,58248803.0,0.0,0,96525.0,96525.0,503342,1582634,327923,406817,0,0.0,43679,0.0,0.0,1.0
EMP-0977,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2004,10,149021,463972,0,5028482.0,0.0,0,57749.0,57749.0,165278,298694,69562,107529,0,0.0,23352,0.0,511.0,1.0
EMP-0978,Costa,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2001,9,102886,600764,0,6393371.0,0.0,0,109262.0,109262.0,315400,285364,196034,206138,0,0.0,0,0.0,922.0,1.0
EMP-0979,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2002,130,1491891,3039925,0,43257457.0,0.0,0,40106.0,40106.0,1084179,1955746,1034161,1044073,0,0.0,0,0.0,4221.0,1.0
EMP-0980,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1995,239,2905605,10461545,0,55034116.0,0.0,0,597190.0,597190.0,3676765,6784780,2364444,3079575,0,139255.0,419561,421691.0,6722.0,1.0
EMP-0981,Sierra,Servicios,Actividades de alojamiento y de servicio de comidas,Mediana Empresa B,2017,63,714212,2300899,0,0.0,2297448.0,0,987656.0,987656.0,1517749,783150,348167,530093,53697,246540.0,18441,21420.0,4188.0,9.692307692
EMP-0982,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,2013,224,2107995,18099930,18328132,0.0,0.0,11605999,192444.0,11798443.0,14364110,3735820,2120644,2565667,5614,0.0,101616,65097.0,8019.0,1.0
EMP-0983,Costa,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Mediana Empresa B,2006,0,0,317611,0,3274141.0,0.0,0,0.0,0.0,653101,-335490,455815,653101,0,0.0,0,0.0,402.0,1.0
EMP-0984,Costa,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Mediana Empresa B,2003,0,9516,591670,0,3969991.0,0.0,0,11322.0,11322.0,384868,206802,48723,373546,0,0.0,71431,0.0,0.0,1.0
EMP-0985,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2009,75,666291,1712282,0,16907698.0,0.0,0,48481.0,48481.0,703130,1009152,468317,654649,0,1250.0,19209,434298.0,9564.0,1.0
EMP-0986,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2003,37,854753,3781532,0,8187241.0,0.0,0,475251.0,475251.0,1688216,2093316,871367,1212965,0,8048.0,129150,0.0,2164.0,1.0
EMP-0987,Costa,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Mediana Empresa B,2000,7,77684,1471202,0,4860062.0,0.0,0,735271.0,735271.0,1056743,414459,200900,321472,0,0.0,19719,0.0,200.0,1.0
EMP-0988,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2003,12,140170,425624,0,8621663.0,0.0,0,12184.0,12184.0,186657,238967,144501,174473,0,0.0,42974,0.0,190.0,1.0
EMP-0989,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2003,30,384185,955846,0,8297344.0,0.0,0,48852.0,48852.0,479712,476134,291379,430860,0,0.0,33053,0.0,228.0,1.0
EMP-0990,Costa,Servicios,Información y comunicación,Mediana Empresa A,2010,7,37380,-53930,0,1294503.0,0.0,0,24589.0,24589.0,63200,-117130,38519,38611,0,0.0,0,0.0,402.0,13.67965334
EMP-0991,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,2007,16,289370,458709,0,5756588.0,0.0,0,11168.0,11168.0,118825,339884,105401,107657,0,0.0,1123,34774.0,2676.0,1.0
EMP-0992,Sierra,Servicios,"Suministro de electricidad, gas, vapor y aire acondicionado",Grande Empresa,2010,4588,192916610,1121508015,0,0.0,1117928629.0,0,51834018.0,51834018.0,547330296,574177719,404485026,495496278,1534054,619861.0,274583740,-175071969.0,1556604.0,1.0
EMP-0993,Sierra,Servicios,"Actividades profesionales, científicas y técnicas",Grande Empresa,2010,75,1743535,5016243,0,0.0,5016243.0,0,56278.0,56278.0,15567127,-10550884,679262,15510849,0,154186.0,0,0.0,0.0,1.0
EMP-0994,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,2010,3628,267850845,7156065381,7024340560,0.0,82275759.0,0,7041798202.0,7041798202.0,8047303127,-891237746,354119737,1005504925,13927770,561481.0,233420092,-2254086004.0,565726.0,1.0
EMP-0995,Sierra,Servicios,"Distribución de agua; alcantarillado, gestión de desechos y actividades de saneamiento",Grande Empresa,2010,1668,31274371,57864223,0,0.0,57864223.0,0,2592279.0,2592279.0,23690851,34173372,5748333,21098572,2611,77228.0,3691811,2408118.0,22194.0,1.0
EMP-0996,Sierra,Servicios,"Distribución de agua; alcantarillado, gestión de desechos y actividades de saneamiento",Mediana Empresa A,2010,37,550134,1029533,0,0.0,1029533.0,0,171679.0,171679.0,324242,705291,29238,152563,6490,0.0,47098,-51640.0,0.0,2.018760196
EMP-0997,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1958,169,4640349,10610762,0,29703994.0,159987.0,0,19447.0,19447.0,5081959,5528803,2571342,5062512,0,226771.0,205693,204698.0,4970.0,1.0
EMP-0998,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1963,1151,30614559,294164448,299881503,10358503.0,750183.0,154554162,6383973.0,160938135.0,209915120,84249328,40243963,48976985,204151,56021.0,16234575,-24555548.0,3726.0,1.0
EMP-0999,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1965,2034,50209402,282135864,269604058,15679059.0,3519197.0,119293024,3123245.0,122416269.0,200936755,81199109,67080411,78520486,415325,145688.0,21811713,4413337.0,322865.0,1.0
EMP-1000,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1964,181,2117805,8104249,7246320,0.0,0.0,2254555,188129.0,2442684.0,4428781,3675468,1606644,1986097,48593,0.0,281083,562018.0,0.0,1.0
EMP-1001,Sierra,Servicios,Actividades financieras y de seguros,Grande Empresa,1973,490,19267160,253081885,0,0.0,237207503.0,0,37290.0,37290.0,224048573,29033312,169448533,224011283,1137696,909561.0,556667,-801454.0,3279.0,1.0
EMP-1002,Sierra,Servicios,Actividades de servicios administrativos y de apoyo,Grande Empresa,1966,71,2661470,5260687,0,7939983.0,5149302.0,0,492019.0,492019.0,1785603,3475084,444372,1293584,7164,0.0,459840,-106362.0,0.0,1.0
EMP-1003,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1957,121,3468880,4792409,0,14886525.0,401071.0,0,27941.0,27941.0,1059497,3732912,754824,1031556,42242,40000.0,92821,33047.0,957.0,1.0
EMP-1004,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1972,456,10554445,22359348,0,134512110.0,14038202.0,0,155576.0,155576.0,5874724,16484624,2988560,5719148,12909,119531.0,534628,-707119.0,36864.0,1.0
EMP-1005,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1959,639,17568743,43543187,0,135290748.0,38011167.0,0,467237.0,467237.0,17726333,25816854,12337917,17259096,0,2049482.0,980812,-924747.0,29027.0,1.0
EMP-1006,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1963,331,7585562,17557017,0,77032389.0,4333541.0,0,837491.0,837491.0,8108787,9448230,4032889,7271296,1190096,14124.0,1722044,1482371.0,16450.0,1.0
EMP-1007,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1960,10,735077,2292878,0,35759790.0,0.0,0,35368.0,35368.0,1100121,1192757,678082,1064753,4970,130538.0,3130,0.0,0.0,1.0
EMP-1008,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1970,54,6586690,20363493,0,99819022.0,0.0,0,22575.0,22575.0,12807454,7556039,2759051,12784879,51615,11704.0,266234,-741138.0,2556.0,1.0
EMP-1009,Sierra,Construcción,Construcción,Grande Empresa,1972,985,11614108,35582945,0,0.0,35384655.0,0,5972149.0,5972149.0,22675214,12907731,473935,16703065,17055,54832.0,681623,43356.0,0.0,1.0
EMP-1010,Sierra,Servicios,Información y comunicación,Grande Empresa,1937,60,6883681,23929104,0,4194906.0,24324243.0,0,824947.0,824947.0,16640232,7288872,2817108,15815285,979628,0.0,89652,-29850.0,0.0,1.0
EMP-1011,Sierra,Servicios,Actividades de alojamiento y de servicio de comidas,Grande Empresa,1963,172,2762243,7311330,0,0.0,7311330.0,0,1983053.0,1983053.0,2949535,4361795,310385,966482,6141,0.0,163527,-65674.0,10317.0,1.0
EMP-1012,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1964,571,9914696,18777678,0,57658860.0,0.0,0,461022.0,461022.0,5896823,12880855,3506195,5435801,303025,0.0,1277310,2508593.0,552.0,1.0
EMP-1013,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1959,44,818894,5794044,5741338,327073.0,0.0,2582788,16338.0,2599126.0,4089275,1704769,1084097,1490149,0,19728.0,465401,366962.0,8450.0,1.0
EMP-1014,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1960,344,4853672,25027667,25980705,3232006.0,155574.0,5882788,2028891.0,7911679.0,20891833,4135834,10910336,12980154,85480,86245.0,1082351,1816307.0,43820.0,1.0
EMP-1015,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1940,433,14553337,47211895,42963003,13216255.0,0.0,17913373,997325.0,18910698.0,30178363,17033532,7702401,11267665,34481,227813.0,1683229,413703.0,87280.0,1.0
EMP-1016,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1946,526,16883436,61405737,64486580,3742220.0,0.0,28554603,158094.0,28712697.0,35781572,25624165,4469241,7068875,241069,87748.0,1588561,477594.0,23184.0,1.0
EMP-1017,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1963,809,17195162,50210186,0,159895558.0,11793977.0,0,235664.0,235664.0,20787133,29423053,12571616,20551469,931907,134031.0,3587720,852731.0,19787.0,1.0
EMP-1018,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1966,117,1667757,8917182,8993825,0.0,1557.0,4476867,60689.0,4537556.0,6459599,2457583,1199370,1922043,0,5704.0,275883,-97075.0,1519.0,1.0
EMP-1019,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1959,179,3592323,10074073,0,39343992.0,2582891.0,0,1639394.0,1639394.0,8078000,1996073,2563455,6438606,3054565,82038.0,622243,-16234.0,14109.0,1.0
EMP-1020,Sierra,Comercio,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Grande Empresa,1957,11594,216085756,649497678,0,2456930720.0,42595090.0,0,14007125.0,14007125.0,148049008,501448670,109041116,134041883,678417,9815286.0,48454319,18000368.0,90047.0,1.0
EMP-1021,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1972,158,2655106,9609708,9493490,0.0,144166.0,2800066,1418624.0,4218690.0,5727362,3882346,829052,1508672,13179,38917.0,414804,0.0,5230.0,1.0
EMP-1022,Sierra,Servicios,Otras actividades de servicios,Mediana Empresa B,1970,137,2197384,4298178,0,0.0,4298178.0,0,410826.0,410826.0,1434565,2863613,563152,1023739,41998,107121.0,133865,81386.0,16554.0,2.602921647
EMP-1023,Sierra,Manufactura,Industrias manufactureras,Grande Empresa,1957,75,2071433,10069118,9912773,675066.0,0.0,2407849,89678.0,2497527.0,3824775,6244343,1080119,1327248,8231,0.0,115160,311870.0,2295.0,1.0
EMP-1024,Sierra,Servicios,Transporte y almacenamiento,Grande Empresa,1957,163,1714160,7225162,0,0.0,7225162.0,0,122534.0,122534.0,5154388,2070774,4884849,5031854,3678,220944.0,96199,24000.0,10791.0,1.0
